,Poll End Date,Source,Voting Intention,LIBERAL,NATIONAL,COALITION,ALP,GREENS,PALMER UNITED,FAMILY FIRST,DEMOCRATS,PAULINE HANSON / ONE NATION,OTHERS,Two Party Preferred,COALITION (2PP),LABOR (2PP),PM Satisfaction,SATISFIED (PM),DISSATISFIED (PM),LOTO Satisfaction,SATISFIED (LOTO),DISSATISFIED (LOTO),Preferred PM,PRIME MINISTER (PPM),OPPOSITION LEADER (PPM),,PRIME MINISTER,OPPOSITION LEADER
42_ALP_KR_LNC_MT,25-Oct-09,Morgan,,,,34.5,52,7.5,,2,,,4,,39.5,60.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,19-Oct-09,Essential,,34,3,37,49,7,,,,,7,,42,58,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,18-Oct-09,Newspoll,,30,4,34,48,10,,,,,8,,41,59,,63,28,,32,54,,65,19,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,12-Oct-09,Essential,,34,3,37,47,8,,,,,8,,42,58,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,11-Oct-09,Newspoll,,32,4,36,47,10,,,,,7,,42,58,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,11-Oct-09,Morgan,,,,34.5,49.5,9,,2.5,,,5,,40,60,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,10-Oct-09,Nielsen,,,,37,46,10,,1,1,,5,,43,57,,71,23,,35,53,,69,23,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,08-Oct-09,Morgan,,,,37.5,46.5,10.5,,1,,,5,,42,58,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,05-Oct-09,Essential,,32,2,34,50,8,,,,,8,,40,60,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,01-Oct-09,Newspoll,,31,4,35,46,10,,,,,9,,42,58,,67,24,,33,48,,67,18,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,27-Sep-09,Morgan,,,,35.5,51,7.5,,2.5,,,4,,40.5,59.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,21-Sep-09,Essential,,34,3,37,48,8,,,,,7,,42,58,,66,23,,27,53,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,20-Sep-09,Newspoll,,33,5,38,43,11,,,,,8,,45,55,,65,24,,33,50,,65,17,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,14-Sep-09,Essential,,32,3,35,49,8,,,,,9,,41,59,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,13-Sep-09,Morgan,,,,32.5,51.5,9.5,,2,,,4.5,,38,62,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,12-Sep-09,Nielsen,,,,40,44,8,,2,1,,6,,45,55,,70,25,,35,55,,69,23,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,07-Sep-09,Essential,,31,3,34,51,8,,,,,8,,39,61,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,06-Sep-09,Newspoll,,35,4,39,44,10,,,,,7,,45,55,,64,26,,31,52,,67,19,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,30-Aug-09,Morgan,,,,33.5,50.5,9.5,,2,,,4.5,,39,61,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,23-Aug-09,Newspoll,,34,4,38,44,9,,,,,9,,45,55,,61,29,,30,56,,66,19,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,17-Aug-09,Essential,,32,3,35,47,9,,,,,9,,42,58,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,16-Aug-09,Morgan,,,,34.5,47.5,9.5,,2.5,,,6,,42,58,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,15-Aug-09,Nielsen,,,,38,46,8,,2,1,,5,,44,56,,68,27,,31,60,,67,24,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,10-Aug-09,Essential,,32,2,34,50,8,,,,,9,,40,60,,60,27,,22,58,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,09-Aug-09,Newspoll,,33,4,37,45,10,,,,,8,,43,57,,60,28,,26,57,,65,17,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,06-Aug-09,Morgan,,,,37.5,45.5,11,,1.5,,,4.5,,43,57,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,03-Aug-09,Essential,,32,3,35,50,7,,,,,9,,41,59,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,02-Aug-09,Morgan,,,,34,50.5,8.5,,2,,,5,,39.5,60.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,26-Jul-09,Newspoll,,34,4,38,46,9,,,,,7,,43,57,,63,26,,33,50,,66,16,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,20-Jul-09,Essential,,36,3,39,46,7,,,,,7,,44,56,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,19-Jul-09,Morgan,,,,37.5,48,8,,2,,,4.5,,42.5,57.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,13-Jul-09,Essential,,34,3,37,47,8,,,,,7,,43,57,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,12-Jul-09,Newspoll,,34,5,39,43,11,,,,,7,,45,55,,61,28,,31,55,,64,19,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,06-Jul-09,Essential,,32,3,35,49,9,,,,,8,,41,59,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,05-Jul-09,Morgan,,,,35,46.5,11.5,,2.5,,,4.5,,42,58,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,02-Jul-09,Morgan,,,,39.5,46,8,,1,,,6,,44,56,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,28-Jun-09,Newspoll,,32,5,37,44,10,,,,,9,,44,56,,59,30,,25,58,,65,18,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,28-Jun-09,Galaxy,,34,4,38,44,12,,,,,6,,44,56,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,27-Jun-09,Nielsen,,,,37,46,10,,2,1,,4,,42,58,,67,29,,32,60,,66,25,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,22-Jun-09,Essential,,35,2,37,47,8,,,,,8,,43,57,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,21-Jun-09,Morgan,,,,41,46,8.5,,1,,,3.5,,45,55,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,15-Jun-09,Essential,,36,2,38,48,8,,,,,6,,43,57,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,14-Jun-09,Newspoll,,36,4,40,41,11,,,,,8,,47,53,,58,31,,44,37,,57,25,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,14-Jun-09,Morgan,,,,38,48.5,7,,2.5,,,4,,43,57,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,11-Jun-09,Morgan,,,,37,47.5,8.5,,2.5,,,4.5,,42.5,57.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,09-Jun-09,Essential,,37,2,39,47,7,,,,,7,,44,56,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,04-Jun-09,Morgan,,,,39.5,43.5,9,,2.5,,,5.5,,45.5,54.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,01-Jun-09,Essential,,36,3,39,45,8,,,,,8,,45,55,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,31-May-09,Newspoll,,35,3,38,43,10,,,,,9,,45,55,,56,33,,40,40,,57,24,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,31-May-09,Morgan,,,,36,49,8,,2,,,5,,42,58,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,31-May-09,Galaxy,,35,5,40,43,11,,,,,6,,45,55,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,21-May-09,Morgan,,,,40.5,45,7.5,,1,,,6,,45.5,54.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,18-May-09,Essential,,30,2,32,52,8,,,,,8,,38,62,,62,29,,30,49,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,17-May-09,Newspoll,,34,3,37,46,9,,,,,8,,44,56,,58,31,,40,42,,58,24,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,17-May-09,Morgan,,,,37.5,49.5,8,,1.5,,,3.5,,42,58,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,16-May-09,Nielsen,,,,43,44,8,,1,1,,3,,47,53,,64,32,,43,47,,64,28,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,11-May-09,Essential,,31,2,33,50,8,,,,,9,,39,61,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,10-May-09,Morgan,,,,34,50,9,,2.5,,,4.5,,40,60,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,04-May-09,Essential,,34,3,37,47,8,,,,,8,,43,57,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,03-May-09,Newspoll,,35,3,38,42,11,,,,,9,,45,55,,64,26,,36,45,,64,19,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,26-Apr-09,Morgan,,,,36.5,50,8.5,,1.5,,,3.5,,41,59,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,20-Apr-09,Essential,,32,2,34,50,7,,,,,8,,40,60,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,19-Apr-09,Newspoll,,33,4,37,47,9,,,,,7,,42,58,,66,25,,37,46,,67,19,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,14-Apr-09,Essential,,31,3,34,51,8,,,,,8,,39,61,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,12-Apr-09,Morgan,,,,33.5,51.5,8,,2,,,5,,39,61,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,06-Apr-09,Essential,,30,2,32,54,9,,,,,6,,37,63,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,05-Apr-09,Newspoll,,32,4,36,47,9,,,,,8,,42,58,,68,21,,39,42,,67,18,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,29-Mar-09,Morgan,,,,33.5,53,8,,1.5,,,4,,39,61,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,27-Mar-09,Nielsen,,,,37,47,10,,1,1,,4,,42,58,,74,22,,43,47,,69,24,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,22-Mar-09,Newspoll,,32,5,37,45,8,,,,,10,,44,56,,63,26,,42,40,,65,20,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,16-Mar-09,Essential,,33,2,35,49,6,,,,,10,,42,58,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,15-Mar-09,Morgan,,,,39,48.5,6,,1.5,,,5,,43,57,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,10-Mar-09,Essential,,33,2,35,50,8,,,,,8,,40,60,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,08-Mar-09,Newspoll,,32,4,36,44,10,,,,,10,,44,56,,63,27,,44,39,,61,21,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,08-Mar-09,Morgan,,,,34.5,50.5,8,,2,,,5,,39.5,60.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,02-Mar-09,Essential,,30,2,32,52,9,,,,,7,,38,62,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,01-Mar-09,Morgan,,,,33,51.5,8.5,,2.5,,,4.5,,38.5,61.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,22-Feb-09,Newspoll,,33,3,36,47,9,,,,,8,,42,58,,66,24,,43,38,,64,20,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,16-Feb-09,Essential,,32,2,34,51,8,,,,,6,,39,61,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,15-Feb-09,Morgan,,,,36.5,49,7.5,,1,,,6,,40.5,59.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,09-Feb-09,Essential,,31,3,34,51,8,,,,,7,,39,61,,67,23,,32,43,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,08-Feb-09,Newspoll,,32,4,36,48,8,,,,,8,,42,58,,63,26,,44,38,,62,20,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,08-Feb-09,Morgan,,,,35.5,51.5,8,,1.5,,,3.5,,40,60,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,02-Feb-09,Essential,,31,3,34,50,8,,,,,9,,39,61,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,01-Feb-09,Morgan,,,,38,46.5,8,,2.5,,,5,,44,56,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,25-Jan-09,Morgan,,,,36,50.5,7.5,,1.5,,,4.5,,40.5,59.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,19-Jan-09,Essential,,32,3,35,50,8,,,,,8,,41,59,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,18-Jan-09,Newspoll,,35,4,39,43,10,,,,,8,,46,54,,63,25,,45,31,,60,22,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,12-Jan-09,Essential,,33,2,35,49,8,,,,,7,,41,59,,66,22,,41,30,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,11-Jan-09,Morgan,,,,35,51.5,8,,1.5,,,4,,40,60,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,21-Dec-08,Morgan,,,,35.5,52.5,6,,1.5,,,4.5,,40,60,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,15-Dec-08,Essential,,33,3,36,48,8,,,,,8,,,,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,08-Dec-08,Essential,,32,2,34,50,7,,,,,8,,41,59,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,07-Dec-08,Newspoll,,32,3,35,48,10,,,,,7,,41,59,,70,21,,47,32,,66,19,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,07-Dec-08,Morgan,,,,34.5,48.5,10.5,,1.5,,,5,,40.5,59.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,01-Dec-08,Essential,,32,3,35,48,8,,,,,9,,42,58,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,23-Nov-08,Newspoll,,33,5,38,42,11,,,,,9,,45,55,,67,20,,52,27,,63,21,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,23-Nov-08,Morgan,,,,35.5,50.5,7.5,,2,,,4.5,,40.5,59.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,16-Nov-08,Galaxy,,35,5,40,43,11,,,,,6,,45,55,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,15-Nov-08,Nielsen,,,,39,45,10,,1,1,,4,,45,55,,70,22,,51,35,,65,27,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,10-Nov-08,Essential,,32,3,35,49,8,,,,,8,,41,59,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,09-Nov-08,Newspoll,,35,3,38,44,9,,,,,9,,45,55,,65,21,,53,25,,62,22,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,09-Nov-08,Morgan,,,,36,49,8.5,,2,,,4.5,,41.5,58.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,03-Nov-08,Essential,,31,2,33,51,8,,,,,8,,39,61,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,26-Oct-08,Newspoll,,36,3,39,44,9,,,,,8,,46,54,,65,26,,51,27,,59,25,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,26-Oct-08,Morgan,,,,37.5,46.5,8.5,,2,,,5.5,,43.5,56.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,20-Oct-08,Essential,,31,3,34,47,10,,,,,8,,41,59,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,18-Oct-08,Nielsen,,,,39,46,9,,1,1,,5,,44,56,,71,20,,55,30,,64,26,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,16-Oct-08,Morgan,,,,38,48,8,,1.5,,,4.5,,42.5,57.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,13-Oct-08,Essential,,34,3,37,44,11,,,,,8,,43,57,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,12-Oct-08,Newspoll,,34,4,38,41,13,,,,,8,,45,55,,56,32,,50,25,,54,26,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,12-Oct-08,Morgan,,,,36,46,9.5,,2.5,,,6,,42.5,57.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,09-Oct-08,Morgan,,,,36,46.5,9.5,,3,,,5,,42.5,57.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,07-Oct-08,Essential,,33,3,36,47,9,,,,,8,,42,58,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,28-Sep-08,Morgan,,,,36.5,46.5,10,,1.5,,,5.5,,42.5,57.5,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,25-Sep-08,Morgan,,,,38.5,46.5,8,,2.5,,,4.5,,43,57,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,25-Sep-08,Galaxy,,35,9,44,41,9,,,,,6,,49,51,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,22-Sep-08,Essential,,30,2,32,39,9,,,,,8,,,,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,21-Sep-08,Newspoll,,34,4,38,42,10,,,,,10,,45,55,,50,37,,,,,54,24,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,20-Sep-08,Nielsen,,,,42,41,9,,2,1,,4,,48,52,,61,31,,45,26,,56,33,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_MT,16-Sep-08,LOTO Change,,,,,,,,,,,,,,,,,,,,,,,,,MR KEVIN RUDD,MR MALCOLM TURNBULL
42_ALP_KR_LNC_BN,15-Sep-08,Essential,,30,3,33,45,10,,,,,11,,42,58,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,14-Sep-08,Morgan,,,,38,45,8,,1.5,,,7.5,,44.5,55.5,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,08-Sep-08,Essential,,30,3,33,47,9,,,,,12,,41,59,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,07-Sep-08,Newspoll,,34,3,37,44,11,,,,,8,,44,56,,54,32,,35,42,,62,16,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,01-Sep-08,Essential,,31,3,34,48,7,,,,,11,,41,59,,56,33,,24,51,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,31-Aug-08,Morgan,,,,37,50,6.5,,2,,,4.5,,42,58,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,24-Aug-08,Newspoll,,34,4,38,45,8,,,,,9,,44,56,,57,32,,31,48,,65,14,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,17-Aug-08,Morgan,,,,37.5,47,8.5,,2,,,5,,43,57,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,16-Aug-08,Nielsen,,,,39,43,9,,2,1,,6,,45,55,,60,31,,31,53,,65,19,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,10-Aug-08,Newspoll,,33,5,38,47,9,,,,,6,,43,57,,58,29,,31,48,,68,12,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,03-Aug-08,Morgan,,,,39.5,45.5,8,,1.5,,,6,,45,55,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,27-Jul-08,Newspoll,,33,4,37,47,10,,,,,6,,43,57,,58,29,,33,42,,66,14,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,20-Jul-08,Morgan,,,,39.5,45.5,7.5,,2,,,5.5,,45,55,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,19-Jul-08,Nielsen,,,,40,43,10,,2,1,,4,,46,54,,66,27,,36,46,,65,20,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,13-Jul-08,Newspoll,,33,5,38,43,11,,,,,8,,45,55,,55,30,,34,41,,65,14,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,13-Jul-08,Morgan,,,,34.5,48,11.5,,2.5,,,3.5,,40,60,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,06-Jul-08,Morgan,,,,35,48.5,8,,2.5,,,6,,41,59,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,29-Jun-08,Newspoll,,34,5,39,44,10,,,,,7,,45,55,,54,32,,36,42,,64,15,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,22-Jun-08,Morgan,,,,34,52,8,,1.5,,,4.5,,39,61,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,15-Jun-08,Newspoll,,29,4,33,46,12,,,,,9,,41,59,,59,25,,36,39,,68,13,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,14-Jun-08,Nielsen,,,,38,44,10,,2,1,,5,,44,56,,67,27,,38,47,,68,20,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,09-Jun-08,Morgan,,,,38.5,45.5,8.5,,1.5,,,6,,44,56,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,08-Jun-08,Morgan,,,,36,48.5,8.5,,2,,,5,,41.5,58.5,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,01-Jun-08,Newspoll,,33,4,37,46,10,,,,,7,,43,57,,56,30,,36,40,,66,17,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,01-Jun-08,Morgan,,,,31.5,52.5,9,,2,,,5,,37,63,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,25-May-08,Morgan,,,,34,53,5.5,,2.5,,,5,,39,61,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,18-May-08,Newspoll,,34,3,37,47,9,,,,,7,,43,57,,63,23,,37,39,,70,12,,MR KEVIN RUDD,DR BRENDAN NELSON
42_ALP_KR_LNC_BN,18-May-08,Morgan,,,,35,51.5,8.5,,1,,,4,,39.5,60.5,,,,,,,,,,,MR KEVIN RUDD,DR BRENDAN NELSON
